;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
17793;Departamento;Comas;3;1;1;140;7200.0;2900.0;800.0
17794;Departamento;San Borja;3;1;0;165;5000.0;1280.0;280.0
17795;Departamento;San Miguel;3;0;1;111;2300.0;720.0;
17796;Departamento;Ate;3;2;2;170;6000.0;2000.0;510.0
17797;Casa;Lurigancho;4;4;4;451;20000.0;;
17798;Departamento;Comas;3;0;1;130;2500.0;1131.0;
17799;Departamento;Comas;3;1;2;164;7590.0;2000.0;300.0
17800;Departamento;Punta Hermosa;3;1;0;120;3000.0;1180.0;130.0
17801;Departamento;Punta Hermosa;3;3;3;230;11000.0;2300.0;
17802;Departamento;San Borja;3;0;1;92;3500.0;1200.0;
17803;Departamento;Santa Anita;2;1;0;70;1300.0;600.0;12.0
17804;Departamento;Punta Hermosa;2;0;0;70;2000.0;530.0;
17805;Departamento;Ate;4;3;1;452;15000.0;4571.0;2319.0
17806;Departamento;Santa Anita;2;1;0;85;1100.0;180.0;79.0
17807;Departamento;Jesús María;3;0;1;336;3300.0;800.0;300.0
17808;Habitación;Chorrillos;1;0;0;25;1200.0;559.0;54.0
17809;Departamento;Ate;1;1;0;60;1500.0;1800.0;320.0
17810;Departamento;San Miguel;3;1;1;115;1900.0;783.0;104.0
17811;Habitación;Mi Perú;1;0;0;20;300.0;18.0;8.0
17812;Departamento;Ate;3;2;1;95;3200.0;1460.0;249.0
17813;Departamento;Villa El Salvador;2;1;0;62;2400.0;896.0;96.0
17814;Departamento;Jesús María;3;1;1;97;2380.0;800.0;185.0
17815;Departamento;San Borja;3;1;0;160;4500.0;1300.0;1700.0
17816;Departamento;Rímac;3;1;1;110;5000.0;1100.0;
17817;Departamento;Villa El Salvador;3;1;1;165;8500.0;1377.0;3000.0
17818;Departamento;Ate;4;3;0;160;4000.0;1265.0;459.0
17819;Departamento;Ate;3;2;1;105;2900.0;1803.0;245.0
17820;Departamento;San Borja;4;1;1;150;6500.0;1500.0;261.0
17821;Departamento;Ate;4;2;1;110;4300.0;1380.0;150.0
17822;Departamento;San Borja;2;2;2;88;5500.0;;
17823;Departamento;Comas;1;0;0;54;3800.0;781.0;
17824;Departamento;San Borja;1;0;1;37;2300.0;442.0;22.0
17825;Departamento;Villa El Salvador;3;1;2;360;15000.0;2300.0;
17826;Habitación;San Borja;0;0;0;40;1000.0;620.0;55.0
17827;Departamento;San Borja;5;2;1;280;13000.0;2245.0;296.0
17828;Departamento;Callao;2;1;0;50;1400.0;400.0;15.0
17829;Cochera;Pachacámac;5;5;0;30;490.0;220.0;
17830;Departamento;Ate;4;4;4;350;10000.0;2800.0;1700.0
17831;Departamento;San Borja;3;0;0;135;3600.0;1300.0;160.0
17832;Departamento;Ate;3;2;1;78;6500.0;1650.0;350.0
17833;Flat;Ate;1;0;1;25;1600.0;;
17834;Departamento;San Borja;3;1;0;103;2000.0;1200.0;200.0
17835;Departamento;San Luis;3;1;1;70;2000.0;410.0;50.0
17836;Departamento;San Juan de Miraflores;2;1;1;62;1100.0;640.0;41.0
17837;Departamento;Comas;2;1;2;105;8000.0;4000.0;412.0
17838;Casa de villa;San Luis;1;0;0;60;1000.0;;
17839;Departamento;San Miguel;2;1;1;70;1800.0;570.0;
17840;Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
17841;Casa en condominio;Jesús María;3;1;1;240;3000.0;;
17842;Departamento;San Borja;3;1;1;138;3000.0;1043.0;245.0
17843;Departamento;San Miguel;2;1;0;60;1900.0;560.0;49.0
17844;Departamento;San Miguel;2;1;0;68;1800.0;690.0;120.0
17845;Departamento;Punta Hermosa;3;2;1;180;5800.0;1800.0;170.0
17846;Departamento;Jesús María;3;2;1;181;4500.0;950.0;700.0
17847;Departamento;San Miguel;2;0;0;96;1300.0;506.0;61.0
17848;Departamento;San Borja;3;0;0;100;2700.0;925.0;152.0
17849;Departamento;Villa El Salvador;2;1;1;84;2400.0;1030.0;174.0
17850;Departamento;Rímac;2;1;1;80;4500.0;1100.0;
17851;Habitación;Villa El Salvador;0;0;0;28;1200.0;355.0;
17852;Departamento;Callao;3;1;1;97;2300.0;950.0;
17853;Casa en condominio;Jesús María;4;3;4;280;5000.0;825.0;4200.0
17854;Departamento;San Borja;3;0;1;150;7500.0;;
17855;Departamento;Comas;3;1;1;120;4300.0;1910.0;354.0
17856;Departamento;Comas;3;1;1;140;7200.0;2900.0;500.0
17857;Departamento;Chorrillos;3;2;1;170;4500.0;1900.0;300.0
17858;Departamento;Ate;2;2;1;79;4000.0;2630.0;495.0
17859;Departamento;Comas;2;1;1;75;5000.0;;
17860;Departamento;La Punta;2;0;0;65;1300.0;350.0;14.0
17861;Casa en condominio;Callao;3;2;3;240;4000.0;1200.0;315.0
17862;Flat;Ate;2;1;2;80;2800.0;1500.0;385.0
17863;Casa;San Juan de Miraflores;2;3;0;67;1000.0;;
17864;Departamento;San Miguel;3;1;1;117;1900.0;816.0;
17865;Departamento;San Miguel;2;0;0;78;1400.0;830.0;67.0
17866;Departamento;San Miguel;3;0;0;83;1390.0;650.0;80.0
17867;Departamento;San Borja;4;2;1;270;4750.0;2900.0;510.0
17868;Departamento;Lince;2;0;0;50;1000.0;530.0;50.0
17869;Departamento;Santa María del Mar;3;0;0;81;1200.0;270.0;
17870;Departamento;Chorrillos;2;1;1;80;3200.0;800.0;150.0
17871;Departamento;Punta Hermosa;3;2;1;110;3700.0;900.0;252.0
17872;Departamento;San Borja;2;1;0;124;6000.0;1442.0;470.0
17873;Casa en condominio;Ate;4;3;4;465;6000.0;1025.0;1201.0
17874;Departamento;Chorrillos;3;0;1;60;3900.0;1440.0;307.0
17875;Departamento;Chorrillos;2;0;0;70;2000.0;751.0;88.0
17876;Departamento;Jesús María;3;0;1;146;2000.0;904.0;1871.0
17877;Departamento;Chorrillos;3;1;1;98;4500.0;1550.0;245.0
17878;Departamento;Chorrillos;1;0;0;46;1800.0;540.0;24.0
17879;Departamento;Magdalena del Mar;3;1;0;78;2000.0;350.0;83.0
17880;Departamento;Lince;2;1;0;46;800.0;310.0;143.0
17881;Departamento;Independencia;2;0;0;50;450.0;369.0;
17882;Departamento;San Borja;3;0;0;106;2200.0;888.0;160.0
17883;Departamento;San Borja;1;0;0;32;1800.0;330.0;25.0
17884;Departamento;San Borja;1;0;0;40;1900.0;380.0;58.0
17885;Departamento;San Luis;2;1;1;68;2000.0;900.0;
17886;Departamento;Comas;2;1;2;120;8500.0;;
17887;Habitación;San Borja;1;0;0;25;1250.0;340.0;
17888;Casa;Santa María del Mar;3;3;1;220;3400.0;;4500.0
17889;Departamento;Comas;4;1;1;250;12000.0;3795.0;7384.0
17890;Departamento;Ate;3;3;1;347;25000.0;3900.0;1990.0
17891;Departamento;Magdalena del Mar;2;1;0;55;1000.0;295.0;
17892;Departamento;Comas;4;4;1;400;20000.0;10000.0;3000.0
17893;Departamento;Ate;2;1;1;81;1900.0;1250.0;70.0
17894;Departamento;Chorrillos;2;0;0;76;3000.0;619.0;
17895;Departamento;Villa El Salvador;1;0;1;75;3200.0;281.0;69.0
17896;Departamento;Jesús María;2;1;1;70;1800.0;957.0;171.0
17897;Departamento;Comas;3;2;1;170;6000.0;2200.0;380.0
17898;Departamento;Villa El Salvador;2;0;0;60;2200.0;410.0;852.0
17899;Departamento;Pachacámac;1;1;0;42;1700.0;560.0;47.0
17900;Departamento;Santiago de Surco;2;0;0;80;3800.0;500.0;125.0
17901;Departamento;Ate;1;1;1;75;2100.0;1043.0;245.0
17902;Departamento;Ate;2;2;1;100;3500.0;1450.0;
17903;Departamento;Callao;3;2;2;160;1800.0;1574.0;198.0
17904;Departamento;Punta Hermosa;2;0;0;67;2300.0;700.0;100.0
17905;Departamento;La Punta;1;0;0;44;1400.0;480.0;26.0
17906;Departamento;Punta Hermosa;2;1;0;90;2650.0;600.0;101.0
17907;Departamento;Pachacámac;1;0;0;25;1200.0;390.0;
17908;Departamento;La Punta;1;0;0;45;1400.0;450.0;40.0
17909;Departamento;Lurín;1;0;0;24;1100.0;435.0;225.0
17910;Departamento;Ate;1;1;1;75;1900.0;984.0;280.0
17911;Flat;San Luis;1;1;1;40;1700.0;968.0;40.0
17912;Departamento;San Borja;3;0;0;120;2700.0;;
17913;Departamento;San Luis;2;1;1;59;1800.0;550.0;60.0
17914;Departamento;Comas;2;0;0;60;2900.0;507.0;125.0
17915;Departamento;Jesús María;3;2;3;88;1900.0;600.0;1100.0
17916;Departamento;Ate;3;1;1;70;1400.0;750.0;132.0
17917;Departamento;San Borja;1;1;0;56;5000.0;;
17918;Departamento;Villa El Salvador;1;0;0;41;1800.0;483.0;67.0
17919;Departamento;Rímac;3;1;0;98;3500.0;1424.0;1192.0
17920;Departamento;San Miguel;2;2;1;69;2000.0;854.0;
17921;Departamento;Mi Perú;2;1;0;80;1200.0;670.0;50.0
17922;Departamento;Chorrillos;3;1;0;206;6000.0;2000.0;323.0
17923;Departamento;Ate;2;1;1;80;2250.0;1091.0;205.0
17924;Departamento;Villa El Salvador;2;1;0;75;2500.0;1067.0;125.0
17925;Departamento;Rímac;2;1;1;105;2700.0;1900.0;400.0
17926;Departamento;Ate;1;1;1;70;2000.0;970.0;170.0
17927;Departamento;Ate;2;1;1;100;2300.0;1678.0;2500.0
17928;Departamento;Santa María del Mar;2;0;0;53;800.0;260.0;16.0
17929;Departamento;San Borja;3;0;0;110;3000.0;1300.0;200.0
17930;Casa en condominio;Ate;4;3;4;350;13000.0;1210.0;1000.0
17931;Departamento;Jesús María;2;1;1;75;1550.0;750.0;
17932;Departamento;Comas;3;1;1;80;3900.0;1368.0;113.0
17933;Casa;Callao;4;10;1;400;4900.0;;
17934;Departamento;San Borja;1;0;0;35;1800.0;520.0;25.0
17935;Departamento;La Punta;2;1;1;65;1300.0;570.0;12.0
17936;Departamento;Ate;2;1;1;63;2500.0;1280.0;204.0
17937;Departamento;Comas;1;0;0;46;1700.0;700.0;132.0
17938;Departamento;La Molina;1;0;0;46;900.0;253.0;17.0
17939;Departamento;Jesús María;3;2;1;90;1790.0;590.0;990.0
17940;Departamento;Lince;2;0;0;60;800.0;350.0;
17941;Departamento;Villa El Salvador;1;0;0;47;1600.0;650.0;
17942;Departamento;Rímac;3;2;1;240;15000.0;975.0;
17943;Departamento;Lurín;2;1;0;81;2300.0;530.0;132.0
17944;Casa;Ate;5;2;0;200;11000.0;1300.0;900.0
17945;Departamento;Ate;3;2;3;130;5700.0;850.0;450.0
17946;Departamento;Ate;3;3;3;180;6500.0;2000.0;500.0
17947;Departamento;Chorrillos;2;1;1;76;3200.0;760.0;125.0
17948;Departamento;Ate;3;2;3;263;13000.0;2668.0;896.0
17949;Departamento;Chaclacayo;2;1;0;70;1100.0;300.0;
17950;Departamento;San Miguel;2;1;0;79;1600.0;700.0;81.0
17951;Departamento;Ate;2;1;1;90;3300.0;1308.0;213.0
17952;Habitación;San Borja;1;0;0;35;1600.0;462.0;67.0
17953;Casa en condominio;Jesús María;5;3;5;700;16000.0;1600.0;150.0
17954;Departamento;Comas;4;2;3;200;12000.0;1650.0;500.0
17955;Flat;Punta Hermosa;1;1;1;25;2000.0;;
17956;Departamento;Ate;4;2;2;178;7509.0;;
17957;Departamento;San Borja;3;0;0;110;2900.0;1400.0;100.0
17958;Departamento;Ate;3;2;1;118;3500.0;1300.0;412.0
17959;Departamento;Comas;2;1;2;70;6000.0;4190.0;432.0
17960;Casa en condominio;Ate;4;2;0;250;2700.0;190.0;
17961;Departamento;Santa María del Mar;3;1;1;182;1800.0;1407.0;180.0
17962;Departamento;Punta Hermosa;4;3;2;457;9500.0;10500.0;2340.0
17963;Departamento;Ate;4;3;4;200;9000.0;2300.0;450.0
17964;Casa;Mi Perú;1;0;0;30;1000.0;;
17965;Departamento;Lima;2;0;0;71;1100.0;321.0;
17966;Departamento;Ate;2;2;1;105;5000.0;2100.0;730.0
17967;Departamento;Punta Hermosa;5;3;5;500;19000.0;15000.0;4190.0
17968;Departamento;Comas;4;2;1;180;8000.0;1800.0;585.0
17969;Habitación;Pachacámac;1;0;0;28;900.0;360.0;20.0
17970;Departamento;Ate;1;1;1;75;1800.0;1200.0;200.0
17971;Habitación;Pachacámac;0;0;0;40;1200.0;500.0;96.0
17972;Casa;Chorrillos;4;1;1;252;2300.0;;201.0
17973;Casa en condominio;Pucusana;4;3;1;250;6900.0;1000.0;522.0
17974;Departamento;Santa Anita;1;0;0;45;1000.0;;
17975;Departamento;Ate;4;4;4;380;11000.0;1440.0;12000.0
17976;Departamento;San Borja;4;1;2;389;12400.0;3825.0;
17977;Departamento;Jesús María;3;3;1;105;2500.0;937.0;231.0
17978;Departamento;Chorrillos;2;1;0;85;4000.0;900.0;
17979;Departamento;Ate;2;1;1;100;3100.0;1750.0;
17980;Departamento;San Borja;1;0;0;56;1400.0;505.0;56.0
17981;Departamento;Ate;3;2;3;180;8000.0;2570.0;470.0
17982;Departamento;Ate;2;0;0;65;1100.0;90.0;
17983;Casa;Villa El Salvador;2;1;0;61;1100.0;570.0;
17984;Departamento;La Punta;1;0;1;60;1900.0;600.0;
17985;Departamento;San Borja;1;0;0;32;2000.0;390.0;25.0
17986;Cochera;Pachacámac;0;2;0;0;250.0;;
17987;Departamento;Villa El Salvador;1;0;0;31;1000.0;394.0;24.0
17988;Departamento;San Miguel;2;1;1;98;2800.0;900.0;110.0
17989;Departamento;Villa El Salvador;2;1;1;100;6500.0;850.0;270.0
17990;Habitación;San Borja;1;0;0;20;1000.0;;
17991;Departamento;Rímac;3;1;1;150;12000.0;1950.0;3621.0
17992;Departamento;Ate;5;4;3;890;17000.0;2550.0;2500.0
17993;Departamento;La Punta;2;1;0;65;1400.0;620.0;49.0
17994;Departamento;Ate;2;1;1;67;1250.0;833.0;155.0
17995;Departamento;Rímac;3;3;2;240;20000.0;3800.0;800.0
17996;Departamento;San Borja;2;0;0;82;3300.0;750.0;
17997;Habitación;La Punta;0;0;0;30;1000.0;350.0;
17998;Departamento;Ate;1;1;1;50;1200.0;645.0;55.0
17999;Departamento;San Borja;3;0;1;110;2800.0;500.0;113.0
18000;Departamento;Rímac;3;1;1;150;5000.0;1000.0;400.0
18001;Departamento;Jesús María;3;4;1;250;3800.0;1320.0;406.0
18002;Departamento;San Borja;1;0;0;68;2200.0;643.0;149.0
18003;Departamento;San Borja;3;1;2;110;3800.0;1100.0;110.0
18004;Casa de villa;Ventanilla;2;0;0;60;1300.0;136.0;
18005;Departamento;San Borja;2;1;2;160;6500.0;6500.0;500.0
18006;Departamento;Ate;2;3;2;240;9000.0;1000.0;
18007;Departamento;Jesús María;3;2;2;135;3000.0;2700.0;3827.0
18008;Departamento;Jesús María;3;3;3;239;3300.0;875.0;450.0
18009;Departamento;San Borja;1;2;1;156;3900.0;1650.0;320.0
18010;Departamento;Rímac;2;0;0;70;3800.0;850.0;177.0
18011;Departamento;San Bartolo;3;1;1;170;7800.0;1300.0;570.0
18012;Departamento;Rímac;3;2;1;144;7000.0;2560.0;542.0
18013;Departamento;Chorrillos;2;0;0;50;800.0;;16.0
18014;Departamento;Jesús María;2;2;1;83;2700.0;1192.0;157.0
18015;Departamento;Rímac;2;1;0;70;4200.0;1100.0;200.0
18016;Departamento;Santa Rosa;2;1;0;60;1100.0;416.0;16.0
18017;Departamento;Callao;2;1;1;76;2000.0;700.0;122.0
18018;Departamento;Comas;2;1;1;77;3900.0;1168.0;158.0
18019;Departamento;Santa María del Mar;1;0;0;55;1000.0;350.0;18.0
18020;Casa;San Juan de Miraflores;3;0;0;60;800.0;;
18021;Departamento;Pueblo Libre;2;1;1;93;4500.0;880.0;
18022;Departamento;Ate;3;0;3;120;6000.0;;
18023;Departamento;Rímac;4;2;2;200;7500.0;1800.0;733.0
18024;Departamento;Puente Piedra;2;0;0;50;1900.0;346.0;24.0
18025;Casa en condominio;Ate;4;3;4;320;9000.0;800.0;1200.0
18026;Departamento;Chaclacayo;2;0;0;75;750.0;365.0;
18027;Departamento;San Isidro;3;1;0;96;1400.0;550.0;50.0
18028;Departamento;Rímac;3;2;1;135;7000.0;1580.0;530.0
18029;Departamento;San Borja;3;1;1;138;4800.0;1400.0;300.0
18030;Departamento;La Punta;2;1;0;58;1100.0;460.0;14.0
18031;Departamento;Rímac;3;0;0;80;3500.0;945.0;249.0
18032;Departamento;Chorrillos;1;0;0;45;750.0;;
18033;Departamento;Rímac;4;2;2;450;22500.0;3500.0;
18034;Loft;Comas;1;0;1;75;4700.0;850.0;150.0
18035;Departamento;Santa Anita;3;2;1;110;1800.0;1180.0;190.0
18036;Departamento;Comas;2;2;2;169;12800.0;5855.0;700.0
18037;Departamento;San Borja;3;1;1;120;4300.0;750.0;245.0
18038;Habitación;Chorrillos;1;0;0;35;1460.0;390.0;50.0
18039;Departamento;Pueblo Libre;3;1;1;190;13000.0;1452.0;
18040;Departamento;Villa El Salvador;2;1;1;100;2500.0;970.0;153.0
18041;Departamento;San Borja;2;1;0;68;2600.0;671.0;
18042;Departamento;San Borja;3;0;0;110;3300.0;800.0;130.0
18043;Departamento;Punta Hermosa;3;1;0;120;2800.0;1100.0;
18044;Departamento;Comas;2;1;0;56;800.0;475.0;14.0
18045;Departamento;Rímac;3;4;3;320;30000.0;5141.0;1639.0
18046;Departamento;Ate;4;3;1;348;20000.0;3700.0;19500.0
18047;Departamento;Ate;2;1;0;68;1200.0;380.0;
18048;Departamento;Callao;2;1;0;70;1000.0;700.0;11.0
18049;Departamento;Ate;3;2;1;135;3200.0;2190.0;
18050;Habitación;Chorrillos;0;0;0;22;1300.0;450.0;
18051;Casa;Bellavista;1;1;0;40;1200.0;;14.0
18052;Departamento;Jesús María;2;1;1;62;1200.0;885.0;
18053;Flat;Comas;2;1;1;85;4500.0;2712.0;453.0
18054;Departamento;Lurigancho;3;2;1;115;4000.0;1200.0;300.0
18055;Departamento;Santa Anita;3;1;0;113;1900.0;559.0;152.0
18056;Departamento;San Borja;2;2;2;90;10000.0;3352.0;386.0
18057;Departamento;Jesús María;2;1;1;76;2000.0;817.0;
18058;Departamento;San Borja;2;0;0;80;3650.0;680.0;75.0
18059;Departamento;Comas;1;0;0;40;2100.0;430.0;124.0
18060;Departamento;Ate;3;2;1;119;3400.0;1927.0;
18061;Casa;Pucusana;5;2;3;237;7000.0;;120.0
18062;Departamento;Ate;2;2;1;60;1800.0;1224.0;202.0
18063;Casa;Magdalena del Mar;3;6;1;325;3700.0;;450.0
18064;Departamento;San Borja;1;0;0;40;1800.0;483.0;
18065;Departamento;Ate;4;0;2;400;7500.0;1785.0;925.0
18066;Departamento;Rímac;3;0;0;113;3500.0;650.0;310.0
18067;Departamento;Comas;3;1;1;130;6500.0;1800.0;450.0
18068;Departamento;Rímac;4;2;1;133;5800.0;2384.0;
18069;Departamento;Ventanilla;2;1;0;72;1500.0;780.0;76.0
18070;Departamento;Lurín;1;0;0;45;1800.0;495.0;25.0
18071;Departamento;Comas;3;1;1;168;6500.0;2163.0;
18072;Departamento;Jesús María;3;2;2;242;6000.0;1569.0;
18073;Departamento;Comas;4;1;3;200;7999.0;2400.0;340.0
18074;Casa;Ate;4;0;3;170;4500.0;;
18075;Departamento;Callao;2;1;1;62;1600.0;561.0;390.0
18076;Departamento;Mi Perú;1;0;0;42;460.0;;
18077;Departamento;Comas;3;1;1;133;5900.0;1750.0;463.0
18078;Departamento;San Borja;2;0;1;70;3500.0;;
18079;Departamento;La Punta;2;1;1;59;1100.0;426.0;
18080;Departamento;Ate;3;2;1;113;3250.0;1650.0;180.0
18081;Departamento;San Borja;1;0;0;42;3000.0;560.0;
18082;Departamento;Jesús María;3;2;1;112;2200.0;860.0;280.0
18083;Flat;Ate;2;1;1;80;4000.0;2112.0;210.0
18084;Departamento;Ventanilla;2;0;0;80;700.0;360.0;
18085;Departamento;Jesús María;3;1;1;84;2500.0;700.0;20.0
18086;Departamento;Lince;2;1;0;60;1500.0;330.0;
18087;Departamento;Comas;2;1;0;70;3000.0;950.0;205.0
18088;Departamento;Comas;3;1;2;250;10000.0;2000.0;850.0
18089;Departamento;San Borja;4;1;2;344;18000.0;3400.0;10500.0
18090;Departamento;San Isidro;2;1;0;69;750.0;;
18091;Departamento;Pueblo Libre;1;1;0;75;2100.0;1250.0;341.0
18092;Departamento;Ate;2;1;1;76;2100.0;1400.0;90.0
18093;Departamento;Rímac;2;2;1;160;7500.0;3265.0;1145.0
18094;Departamento;San Borja;5;2;3;380;9000.0;1500.0;680.0
18095;Departamento;Chaclacayo;3;1;1;70;1700.0;470.0;
18096;Departamento;Rímac;2;0;1;52;3300.0;940.0;148.0
18097;Departamento;Comas;2;0;0;80;3000.0;850.0;150.0
18098;Departamento;San Miguel;2;1;1;78;2199.0;587.0;
18099;Departamento;Santa Anita;2;0;0;69;1300.0;;13.0
18100;Departamento;Punta Hermosa;3;1;0;96;2700.0;805.0;
18101;Departamento;Ate;3;2;1;120;5900.0;3000.0;750.0
18102;Departamento;Jesús María;3;3;3;190;3500.0;663.0;
18103;Casa en condominio;Ate;5;3;5;300;9000.0;580.0;6800.0
18104;Departamento;Santa Anita;2;0;0;70;1300.0;240.0;
18105;Departamento;Punta Hermosa;2;1;0;81;2100.0;1229.0;
18106;Departamento;Ate;2;1;1;97;3200.0;1477.0;
18107;Departamento;San Miguel;2;1;1;74;1500.0;880.0;
18108;Departamento;San Borja;1;0;1;33;1400.0;501.0;
18109;Departamento;Ate;3;1;3;80;2800.0;1300.0;140.0
18110;Departamento;Comas;2;1;1;90;7000.0;2200.0;380.0
18111;Departamento;Punta Hermosa;2;1;0;60;2200.0;811.0;151.0
18112;Departamento;San Luis;2;1;1;50;1100.0;850.0;
18113;Departamento;Breña;2;0;1;78;3000.0;570.0;92.0
18114;Departamento;Ate;5;3;5;231;15000.0;2400.0;470.0
18115;Departamento;Lince;2;1;0;60;1000.0;;
18116;Departamento;San Miguel;2;1;1;75;1800.0;700.0;
18117;Departamento;Comas;3;1;2;91;18000.0;1500.0;400.0
18118;Departamento;San Borja;4;1;0;320;3500.0;2100.0;580.0
18119;Departamento;Ate;2;1;1;80;2600.0;1385.0;187.0
18120;Departamento;Rímac;3;2;1;98;5700.0;1980.0;550.0
18121;Habitación;San Borja;1;0;0;24;1300.0;430.0;
18122;Departamento;Comas;4;1;3;200;8000.0;2500.0;480.0
18123;Departamento;Chorrillos;2;1;1;86;2900.0;950.0;
18124;Departamento;Ate;4;3;4;356;12000.0;4200.0;1708.0
18125;Casa en condominio;Ate;4;6;3;681;18000.0;1907.0;1941.0
18126;Departamento;Ate;1;1;0;65;2800.0;1100.0;250.0
18127;Habitación;Pachacámac;1;0;0;30;1000.0;235.0;70.0
18128;Departamento;San Borja;3;2;1;156;5000.0;1544.0;320.0
18129;Departamento;Ate;2;1;1;68;2500.0;1100.0;150.0
18130;Habitación;Pachacámac;1;0;0;27;600.0;658.0;
18131;Departamento;Rímac;4;2;2;225;16000.0;5000.0;6500.0
18132;Departamento;Rímac;3;1;0;100;4500.0;1390.0;250.0
18133;Departamento;San Borja;3;0;1;110;3000.0;1400.0;100.0
18134;Departamento;Ate;2;1;1;100;2400.0;927.0;
18135;Departamento;Chorrillos;3;1;1;101;5550.0;1600.0;270.0
18136;Departamento;La Molina;2;0;0;80;1000.0;485.0;
18137;Casa de villa;El Agustino;2;0;0;70;1000.0;;
18138;Departamento;San Borja;3;0;0;110;2700.0;1000.0;25.0
18139;Departamento;Ate;3;2;1;100;2500.0;1520.0;350.0
18140;Departamento;Callao;2;0;0;60;1300.0;200.0;346.0
18141;Departamento;Ancón;3;2;1;133;4500.0;2025.0;300.0
18142;Casa de villa;Los Olivos;1;1;0;30;750.0;30.0;
18143;Departamento;Chorrillos;2;1;0;64;3500.0;917.0;152.0
18144;Departamento;Comas;1;1;0;45;4000.0;2425.0;271.0
18145;Departamento;Santa Anita;2;0;0;54;1000.0;400.0;16.0
18146;Departamento;San Miguel;3;0;0;92;2000.0;831.0;
18147;Departamento;San Borja;1;0;0;45;1400.0;737.0;56.0
18148;Departamento;San Borja;4;1;0;320;4500.0;1980.0;520.0
18149;Casa;Lurigancho;4;4;4;845;35000.0;;1794.0
18150;Departamento;Pachacámac;1;0;0;31;850.0;560.0;115.0
18151;Departamento;La Perla;1;1;1;79;3600.0;984.0;258.0
18152;Casa en condominio;Jesús María;2;0;0;45;2100.0;450.0;
18153;Departamento;Lurigancho;3;1;0;80;3800.0;1050.0;
18154;Departamento;Santa Anita;2;0;0;60;1100.0;370.0;20.0
18155;Departamento;Ate;5;3;3;365;10000.0;1650.0;750.0
18156;Departamento;Ate;4;2;1;140;3800.0;1660.0;317.0
18157;Departamento;Chorrillos;2;1;1;90;3500.0;1100.0;
18158;Departamento;Pachacámac;1;0;0;41;1100.0;390.0;24.0
18159;Departamento;Comas;4;2;3;350;25000.0;6200.0;13301.0
18160;Departamento;Chorrillos;3;2;1;125;5900.0;1300.0;2880.0
18161;Departamento;San Borja;2;1;0;66;2500.0;830.0;90.0
18162;Departamento;San Borja;4;1;1;200;8500.0;2200.0;2500.0
18163;Departamento;Chorrillos;3;2;1;120;3650.0;1591.0;250.0
18164;Departamento;Chorrillos;2;1;1;71;3500.0;875.0;
18165;Departamento;Lince;3;1;0;77;1300.0;430.0;36.0
18166;Departamento;San Borja;2;0;0;80;2800.0;459.0;177.0
18167;Departamento;Pueblo Libre;4;4;4;400;18000.0;;
18168;Departamento;Ate;2;2;1;105;5500.0;1950.0;520.0
18169;Departamento;San Miguel;3;0;1;126;2800.0;800.0;196.0
18170;Departamento;Comas;3;1;1;110;12000.0;1870.0;
18171;Departamento;Comas;2;0;0;80;3200.0;720.0;198.0
18172;Casa en condominio;Ancón;3;1;1;65;1050.0;550.0;2.0
18173;Departamento;Ate;3;1;2;120;8000.0;1840.0;
18174;Flat;Chorrillos;1;1;1;44;3000.0;1071.0;102.0
18175;Departamento;Callao;2;0;0;54;1200.0;300.0;
18176;Casa;Lince;3;1;1;122;1100.0;;153.0
18177;Departamento;Lima;2;0;0;50;900.0;250.0;
18178;Departamento;Ate;4;3;2;400;7500.0;1785.0;922.0
18179;Habitación;Pachacámac;1;0;0;34;750.0;470.0;
18180;Departamento;Rímac;4;2;1;230;9500.0;3300.0;780.0
18181;Departamento;Pachacámac;2;0;0;62;1500.0;440.0;21.0
18182;Departamento;Rímac;3;1;1;116;6800.0;1421.0;321.0
18183;Departamento;Ate;1;1;1;70;2150.0;1136.0;260.0
18184;Departamento;Rímac;3;0;0;115;3800.0;1020.0;240.0
18185;Departamento;Jesús María;4;2;1;158;3800.0;1300.0;250.0
18186;Departamento;San Isidro;1;1;1;40;850.0;180.0;
18187;Departamento;Lince;2;1;1;66;1400.0;485.0;20.0
18188;Departamento;Chorrillos;2;1;0;74;2900.0;950.0;140.0
18189;Departamento;Lince;2;1;1;72;1500.0;762.0;20.0
18190;Departamento;San Borja;2;0;1;65;5000.0;1000.0;90.0
18191;Departamento;Ate;3;3;3;127;5500.0;2300.0;672.0
18192;Departamento;San Borja;2;0;0;75;2900.0;850.0;150.0
18193;Departamento;Chaclacayo;3;0;0;120;1700.0;;
18194;Departamento;Jesús María;3;3;3;230;3800.0;628.0;6095.0
18195;Departamento;Comas;4;2;4;240;15000.0;3500.0;902.0
18196;Casa en condominio;Villa El Salvador;2;2;1;120;2200.0;50.0;
18197;Casa de villa;Magdalena del Mar;1;0;0;45;900.0;;6.0
18198;Departamento;Chorrillos;3;2;1;130;4200.0;1357.0;326.0
18199;Departamento;San Borja;2;1;1;52;800.0;499.0;35.0
18200;Departamento;San Miguel;2;1;1;119;2500.0;1200.0;
18201;Departamento;Ate;3;2;1;112;2950.0;1433.0;333.0
18202;Departamento;San Borja;1;0;0;28;1800.0;750.0;
